,id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,quality,tow,best_quality
708,708,7.8,0.545,0.12,2.5,0.068,11.0,0.996,3.34,0.61,11.6,6,0,1
709,709,9.7,0.31,0.47,1.6,0.062,13.0,0.9983,3.27,0.66,10.0,6,0,1
710,710,10.6,1.025,0.43,2.8,0.08,21.0,0.9985,3.06,0.57,10.1,5,0,0
711,711,8.9,0.565,0.34,3.0,0.093,16.0,0.9998,3.38,0.61,9.5,5,0,0
712,712,8.7,0.69,0.0,3.2,0.084,13.0,0.9992,3.36,0.45,9.4,5,0,0
713,713,8.0,0.43,0.36,2.3,0.075,10.0,0.9976,3.34,0.46,9.4,5,0,0
714,714,9.9,0.74,0.28,2.6,0.078,21.0,0.998,3.28,0.51,9.8,5,0,0
715,715,7.2,0.49,0.18,2.7,0.069,13.0,0.9967,3.29,0.48,9.2,6,0,1
716,716,8.0,0.43,0.36,2.3,0.075,10.0,0.9976,3.34,0.46,9.4,5,0,0
717,717,7.6,0.46,0.11,2.6,0.079,12.0,0.9968,3.21,0.57,10.0,5,0,0
718,718,8.4,0.56,0.04,2.0,0.082,10.0,0.9976,3.22,0.44,9.6,5,0,0
719,719,7.1,0.66,0.0,3.9,0.086,17.0,0.9976,3.46,0.54,9.5,5,0,0
720,720,8.4,0.56,0.04,2.0,0.082,10.0,0.9976,3.22,0.44,9.6,5,0,0
721,721,8.9,0.48,0.24,2.85,0.094,35.0,0.9982,3.1,0.53,9.2,5,0,0
722,722,7.6,0.42,0.08,2.7,0.084,15.0,0.9968,3.21,0.59,10.0,5,0,0
723,723,7.1,0.31,0.3,2.2,0.053,36.0,0.9965,2.94,1.62,9.5,5,0,0
724,724,7.5,1.115,0.1,3.1,0.086,5.0,0.9958,3.54,0.6,11.2,4,0,0
725,725,9.0,0.66,0.17,3.0,0.077,5.0,0.9976,3.29,0.55,10.4,5,0,0
726,726,8.1,0.72,0.09,2.8,0.084,18.0,0.9994,3.43,0.72,11.1,6,0,1
727,727,6.4,0.57,0.02,1.8,0.067,4.0,0.997,3.46,0.68,9.5,5,0,0
728,728,6.4,0.57,0.02,1.8,0.067,4.0,0.997,3.46,0.68,9.5,5,0,0
729,729,6.4,0.865,0.03,3.2,0.071,27.0,0.995,3.61,0.49,12.7,6,0,1
730,730,9.5,0.55,0.66,2.3,0.387,12.0,0.9982,3.17,0.67,9.6,5,0,0
731,731,8.9,0.875,0.13,3.45,0.088,4.0,0.9994,3.44,0.52,11.5,5,0,0
732,732,7.3,0.835,0.03,2.1,0.092,10.0,0.9966,3.39,0.47,9.6,5,0,0
733,733,7.0,0.45,0.34,2.7,0.082,16.0,0.998,3.55,0.6,9.5,5,0,0
734,734,7.7,0.56,0.2,2.0,0.075,9.0,0.9987,3.48,0.62,9.3,5,0,0
735,735,7.7,0.965,0.1,2.1,0.112,11.0,0.9963,3.26,0.5,9.5,5,0,0
736,736,7.7,0.965,0.1,2.1,0.112,11.0,0.9963,3.26,0.5,9.5,5,0,0
737,737,8.2,0.59,0.0,2.5,0.093,19.0,1.0002,3.5,0.65,9.3,6,0,1
738,738,9.0,0.46,0.23,2.8,0.092,28.0,0.9983,3.1,0.56,9.2,5,0,0
739,739,9.0,0.69,0.0,2.4,0.088,19.0,0.999,3.35,0.6,9.3,5,0,0
740,740,8.3,0.76,0.29,4.2,0.075,12.0,0.9965,3.45,0.68,11.5,6,0,1
741,741,9.2,0.53,0.24,2.6,0.078,28.0,0.99788,3.21,0.57,9.5,5,0,0
742,742,6.5,0.615,0.0,1.9,0.065,9.0,0.9972,3.46,0.65,9.2,5,0,0
743,743,11.6,0.41,0.58,2.8,0.096,25.0,1.00024,3.13,0.53,10.0,5,0,0
744,744,11.1,0.39,0.54,2.7,0.095,21.0,1.0001,3.13,0.51,9.5,5,0,0
745,745,7.3,0.51,0.18,2.1,0.07,12.0,0.99768,3.52,0.73,9.5,6,0,1
746,746,8.2,0.34,0.38,2.5,0.08,12.0,0.9978,3.3,0.47,9.0,6,0,1
747,747,8.6,0.33,0.4,2.6,0.083,16.0,0.99782,3.3,0.48,9.4,5,0,0
748,748,7.2,0.5,0.18,2.1,0.071,12.0,0.99761,3.52,0.72,9.6,6,0,1
749,749,7.3,0.51,0.18,2.1,0.07,12.0,0.99768,3.52,0.73,9.5,6,0,1
750,750,8.3,0.65,0.1,2.9,0.089,17.0,0.99803,3.29,0.55,9.5,5,0,0
751,751,8.3,0.65,0.1,2.9,0.089,17.0,0.99803,3.29,0.55,9.5,5,0,0
752,752,7.6,0.54,0.13,2.5,0.097,24.0,0.99785,3.39,0.61,9.4,5,0,0
753,753,8.3,0.65,0.1,2.9,0.089,17.0,0.99803,3.29,0.55,9.5,5,0,0
754,754,7.8,0.48,0.68,1.7,0.415,14.0,0.99656,3.09,1.06,9.1,6,0,1
755,755,7.8,0.91,0.07,1.9,0.058,22.0,0.99525,3.51,0.43,10.7,6,0,1
756,756,6.3,0.98,0.01,2.0,0.057,15.0,0.99488,3.6,0.46,11.2,6,0,1
757,757,8.1,0.87,0.0,2.2,0.084,10.0,0.99656,3.25,0.5,9.8,5,0,0
758,758,8.1,0.87,0.0,2.2,0.084,10.0,0.99656,3.25,0.5,9.8,5,0,0
759,759,8.8,0.42,0.21,2.5,0.092,33.0,0.99823,3.19,0.52,9.2,5,0,0
760,760,9.0,0.58,0.25,2.8,0.075,9.0,0.99779,3.23,0.57,9.7,5,0,0
761,761,9.3,0.655,0.26,2.0,0.096,5.0,0.99738,3.25,0.42,9.6,5,0,0
762,762,8.8,0.7,0.0,1.7,0.069,8.0,0.99701,3.31,0.53,10.0,6,0,1
763,763,9.3,0.655,0.26,2.0,0.096,5.0,0.99738,3.25,0.42,9.6,5,0,0
764,764,9.1,0.68,0.11,2.8,0.093,11.0,0.99888,3.31,0.55,9.5,6,0,1
765,765,9.2,0.67,0.1,3.0,0.091,12.0,0.99888,3.31,0.54,9.5,6,0,1
766,766,8.8,0.59,0.18,2.9,0.089,12.0,0.99738,3.14,0.54,9.4,5,0,0
767,767,7.5,0.6,0.32,2.7,0.103,13.0,0.99938,3.45,0.62,9.5,5,0,0
768,768,7.1,0.59,0.02,2.3,0.082,24.0,0.99744,3.55,0.53,9.7,6,0,1
769,769,7.9,0.72,0.01,1.9,0.076,7.0,0.99668,3.39,0.54,9.6,5,0,0
770,770,7.1,0.59,0.02,2.3,0.082,24.0,0.99744,3.55,0.53,9.7,6,0,1
771,771,9.4,0.685,0.26,2.4,0.082,23.0,0.9978,3.28,0.55,9.4,5,0,0
772,772,9.5,0.57,0.27,2.3,0.082,23.0,0.99782,3.27,0.55,9.4,5,0,0
773,773,7.9,0.4,0.29,1.8,0.157,1.0,0.9973,3.3,0.92,9.5,6,0,1
774,774,7.9,0.4,0.3,1.8,0.157,2.0,0.99727,3.31,0.91,9.5,6,0,1
775,775,7.2,1.0,0.0,3.0,0.102,7.0,0.99586,3.43,0.46,10.0,5,0,0
776,776,6.9,0.765,0.18,2.4,0.243,5.5,0.99612,3.4,0.6,10.3,6,0,1
777,777,6.9,0.635,0.17,2.4,0.241,6.0,0.9961,3.4,0.59,10.3,6,0,1
778,778,8.3,0.43,0.3,3.4,0.079,7.0,0.99788,3.36,0.61,10.5,5,0,0
779,779,7.1,0.52,0.03,2.6,0.076,21.0,0.99745,3.5,0.6,9.8,5,0,0
780,780,7.0,0.57,0.0,2.0,0.19,12.0,0.99676,3.31,0.6,9.4,6,0,1
781,781,6.5,0.46,0.14,2.4,0.114,9.0,0.99732,3.66,0.65,9.8,5,0,0
782,782,9.0,0.82,0.05,2.4,0.081,26.0,0.99814,3.36,0.53,10.0,5,0,0
783,783,6.5,0.46,0.14,2.4,0.114,9.0,0.99732,3.66,0.65,9.8,5,0,0
784,784,7.1,0.59,0.01,2.5,0.077,20.0,0.99746,3.55,0.59,9.8,5,0,0
785,785,9.9,0.35,0.41,2.3,0.083,11.0,0.9982,3.21,0.5,9.5,5,0,0
786,786,9.9,0.35,0.41,2.3,0.083,11.0,0.9982,3.21,0.5,9.5,5,0,0
787,787,10.0,0.56,0.24,2.2,0.079,19.0,0.9991,3.18,0.56,10.1,6,0,1
788,788,10.0,0.56,0.24,2.2,0.079,19.0,0.9991,3.18,0.56,10.1,6,0,1
789,789,8.6,0.63,0.17,2.9,0.099,21.0,0.998,3.09,0.52,9.3,5,0,0
790,790,7.4,0.37,0.43,2.6,0.082,18.0,0.99708,3.33,0.68,9.7,6,0,1
791,791,8.8,0.64,0.17,2.9,0.084,25.0,0.99818,3.23,0.54,9.6,5,0,0
792,792,7.1,0.61,0.02,2.5,0.081,17.0,0.99745,3.48,0.6,9.7,6,0,1
793,793,7.7,0.6,0.0,2.6,0.055,7.0,0.99639,3.38,0.56,10.8,5,0,0
794,794,10.1,0.27,0.54,2.3,0.065,7.0,0.99531,3.17,0.53,12.5,6,0,1
795,795,10.8,0.89,0.3,2.6,0.132,7.0,0.99786,2.99,1.18,10.2,5,0,0
796,796,8.7,0.46,0.31,2.5,0.126,24.0,0.99746,3.1,0.74,9.6,5,0,0
797,797,9.3,0.37,0.44,1.6,0.038,21.0,0.99526,3.24,0.81,10.8,7,0,1
798,798,9.4,0.5,0.34,3.6,0.082,5.0,0.9987,3.29,0.52,10.7,6,0,1
799,799,9.4,0.5,0.34,3.6,0.082,5.0,0.9987,3.29,0.52,10.7,6,0,1
800,800,7.2,0.61,0.08,4.0,0.082,26.0,0.99641,3.25,0.51,9.4,5,0,0
801,801,8.6,0.55,0.09,3.3,0.068,8.0,0.99735,3.23,0.44,10.0,5,0,0
802,802,5.1,0.585,0.0,1.7,0.044,14.0,0.99264,3.56,0.94,12.9,7,0,1
803,803,7.7,0.56,0.08,2.5,0.114,14.0,0.9971,3.24,0.66,9.6,6,0,1
804,804,8.4,0.52,0.22,2.7,0.084,4.0,0.99682,3.26,0.57,9.9,6,0,1
805,805,8.2,0.28,0.4,2.4,0.052,4.0,0.99356,3.33,0.7,12.8,7,0,1
806,806,8.4,0.25,0.39,2.0,0.041,4.0,0.99386,3.27,0.71,12.5,7,0,1
807,807,8.2,0.28,0.4,2.4,0.052,4.0,0.99356,3.33,0.7,12.8,7,0,1
808,808,7.4,0.53,0.12,1.9,0.165,4.0,0.99702,3.26,0.86,9.2,5,0,0
809,809,7.6,0.48,0.31,2.8,0.07,4.0,0.99693,3.22,0.55,10.3,6,0,1
810,810,7.3,0.49,0.1,2.6,0.068,4.0,0.99562,3.3,0.47,10.5,5,0,0
811,811,12.9,0.5,0.55,2.8,0.072,7.0,1.00012,3.09,0.68,10.9,6,0,1
812,812,10.8,0.45,0.33,2.5,0.099,20.0,0.99818,3.24,0.71,10.8,5,0,0
813,813,6.9,0.39,0.24,2.1,0.102,4.0,0.99462,3.44,0.58,11.4,4,0,0
814,814,12.6,0.41,0.54,2.8,0.103,19.0,0.99939,3.21,0.76,11.3,6,0,1
815,815,10.8,0.45,0.33,2.5,0.099,20.0,0.99818,3.24,0.71,10.8,5,0,0
816,816,9.8,0.51,0.19,3.2,0.081,8.0,0.9984,3.23,0.58,10.5,6,0,1
817,817,10.8,0.29,0.42,1.6,0.084,19.0,0.99545,3.28,0.73,11.9,6,0,1
818,818,7.1,0.715,0.0,2.35,0.071,21.0,0.99632,3.29,0.45,9.4,5,0,0
819,819,9.1,0.66,0.15,3.2,0.097,9.0,0.99976,3.28,0.54,9.6,5,0,0
820,820,7.0,0.685,0.0,1.9,0.099,9.0,0.99606,3.34,0.6,9.7,5,0,0
821,821,4.9,0.42,0.0,2.1,0.048,16.0,0.99154,3.71,0.74,14.0,7,0,1
822,822,6.7,0.54,0.13,2.0,0.076,15.0,0.9973,3.61,0.64,9.8,5,0,0
823,823,6.7,0.54,0.13,2.0,0.076,15.0,0.9973,3.61,0.64,9.8,5,0,0
824,824,7.1,0.48,0.28,2.8,0.068,6.0,0.99682,3.24,0.53,10.3,5,0,0
825,825,7.1,0.46,0.14,2.8,0.076,15.0,0.99624,3.36,0.49,10.7,5,0,0
826,826,7.5,0.27,0.34,2.3,0.05,4.0,0.9951,3.4,0.64,11.0,7,0,1
827,827,7.1,0.46,0.14,2.8,0.076,15.0,0.99624,3.36,0.49,10.7,5,0,0
828,828,7.8,0.57,0.09,2.3,0.065,34.0,0.99417,3.46,0.74,12.7,8,0,1
829,829,5.9,0.61,0.08,2.1,0.071,16.0,0.99376,3.56,0.77,11.1,6,0,1
830,830,7.5,0.685,0.07,2.5,0.058,5.0,0.99632,3.38,0.55,10.9,4,0,0
831,831,5.9,0.61,0.08,2.1,0.071,16.0,0.99376,3.56,0.77,11.1,6,0,1
832,832,10.4,0.44,0.42,1.5,0.145,34.0,0.99832,3.38,0.86,9.9,3,0,0
833,833,11.6,0.47,0.44,1.6,0.147,36.0,0.99836,3.38,0.86,9.9,4,0,0
834,834,8.8,0.685,0.26,1.6,0.088,16.0,0.99694,3.32,0.47,9.4,5,0,0
835,835,7.6,0.665,0.1,1.5,0.066,27.0,0.99655,3.39,0.51,9.3,5,0,0
836,836,6.7,0.28,0.28,2.4,0.012,36.0,0.99064,3.26,0.39,11.7,7,0,1
837,837,6.7,0.28,0.28,2.4,0.012,36.0,0.99064,3.26,0.39,11.7,7,0,1
838,838,10.1,0.31,0.35,1.6,0.075,9.0,0.99672,3.24,0.83,11.2,7,0,1
839,839,6.0,0.5,0.04,2.2,0.092,13.0,0.99647,3.46,0.47,10.0,5,0,0
840,840,11.1,0.42,0.47,2.65,0.085,9.0,0.99736,3.24,0.77,12.1,7,0,1
841,841,6.6,0.66,0.0,3.0,0.115,21.0,0.99629,3.45,0.63,10.3,5,0,0
842,842,10.6,0.5,0.45,2.6,0.119,34.0,0.99708,3.23,0.72,10.9,6,0,1
843,843,7.1,0.685,0.35,2.0,0.088,9.0,0.9963,3.28,0.62,9.4,5,0,0
844,844,9.9,0.25,0.46,1.7,0.062,26.0,0.9959,3.18,0.83,10.6,6,0,1
845,845,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,0,0
846,846,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,0,0
847,847,7.4,0.68,0.16,1.8,0.078,12.0,0.9977,3.5,0.7,9.9,6,0,1
848,848,6.4,0.64,0.21,1.8,0.081,14.0,0.99689,3.59,0.66,9.8,5,0,0
849,849,6.4,0.63,0.21,1.6,0.08,12.0,0.99689,3.58,0.66,9.8,5,0,0
850,850,9.3,0.43,0.44,1.9,0.085,9.0,0.99708,3.28,0.55,9.5,5,0,0
851,851,9.3,0.43,0.44,1.9,0.085,9.0,0.99708,3.28,0.55,9.5,5,0,0
852,852,8.0,0.42,0.32,2.5,0.08,26.0,0.99801,3.22,1.07,9.7,5,0,0
853,853,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,0,1
854,854,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,0,1
855,855,7.6,0.735,0.02,2.5,0.071,10.0,0.99538,3.51,0.71,11.7,7,0,1
856,856,9.3,0.36,0.39,1.5,0.08,41.0,0.99652,3.47,0.73,10.9,6,0,1
857,857,8.2,0.26,0.34,2.5,0.073,16.0,0.99594,3.4,0.78,11.3,7,0,1
858,858,11.7,0.28,0.47,1.7,0.054,17.0,0.99686,3.15,0.67,10.6,7,0,1
859,859,6.8,0.56,0.22,1.8,0.074,15.0,0.99438,3.4,0.82,11.2,6,0,1
860,860,7.2,0.62,0.06,2.7,0.077,15.0,0.99746,3.51,0.54,9.5,5,0,0
861,861,5.8,1.01,0.66,2.0,0.039,15.0,0.99357,3.66,0.6,11.5,6,0,1
862,862,7.5,0.42,0.32,2.7,0.067,7.0,0.99628,3.24,0.44,10.4,5,0,0
863,863,7.2,0.62,0.06,2.5,0.078,17.0,0.99746,3.51,0.53,9.7,5,0,0
864,864,7.2,0.62,0.06,2.7,0.077,15.0,0.99746,3.51,0.54,9.5,5,0,0
865,865,7.2,0.635,0.07,2.6,0.077,16.0,0.99748,3.51,0.54,9.7,5,0,0
866,866,6.8,0.49,0.22,2.3,0.071,13.0,0.99438,3.41,0.83,11.3,6,0,1
867,867,6.9,0.51,0.23,2.0,0.072,13.0,0.99438,3.4,0.84,11.2,6,0,1
868,868,6.8,0.56,0.22,1.8,0.074,15.0,0.99438,3.4,0.82,11.2,6,0,1
869,869,7.6,0.63,0.03,2.0,0.08,27.0,0.99578,3.44,0.64,10.9,6,0,1
870,870,7.7,0.715,0.01,2.1,0.064,31.0,0.99371,3.41,0.57,11.8,6,0,1
871,871,6.9,0.56,0.03,1.5,0.086,36.0,0.99522,3.53,0.57,10.6,5,0,0
872,872,7.3,0.35,0.24,2.0,0.067,28.0,0.99576,3.43,0.54,10.0,4,0,0
873,873,9.1,0.21,0.37,1.6,0.067,6.0,0.99552,3.23,0.58,11.1,7,0,1
874,874,10.4,0.38,0.46,2.1,0.104,6.0,0.99664,3.12,0.65,11.8,7,0,1
875,875,8.8,0.31,0.4,2.8,0.109,7.0,0.99614,3.31,0.79,11.8,7,0,1
876,876,7.1,0.47,0.0,2.2,0.067,7.0,0.99517,3.4,0.58,10.9,4,0,0
877,877,7.7,0.715,0.01,2.1,0.064,31.0,0.99371,3.41,0.57,11.8,6,0,1
878,878,8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,6,0,1
879,879,7.2,0.6,0.04,2.5,0.076,18.0,0.99745,3.53,0.55,9.5,5,0,0
880,880,9.2,0.56,0.18,1.6,0.078,10.0,0.99576,3.15,0.49,9.9,5,0,0
881,881,7.6,0.715,0.0,2.1,0.068,30.0,0.99533,3.48,0.65,11.4,6,0,1
882,882,8.4,0.31,0.29,3.1,0.194,14.0,0.99536,3.22,0.78,12.0,6,0,1
883,883,7.2,0.6,0.04,2.5,0.076,18.0,0.99745,3.53,0.55,9.5,5,0,0
884,884,8.8,0.61,0.19,4.0,0.094,30.0,0.99787,3.22,0.5,10.0,6,0,1
885,885,8.9,0.75,0.14,2.5,0.086,9.0,0.99824,3.34,0.64,10.5,5,0,0
886,886,9.0,0.8,0.12,2.4,0.083,8.0,0.99836,3.33,0.65,10.4,6,0,1
887,887,10.7,0.52,0.38,2.6,0.066,29.0,0.99577,3.15,0.79,12.1,7,0,1
888,888,6.8,0.57,0.0,2.5,0.072,32.0,0.99491,3.43,0.56,11.2,6,0,1
889,889,10.7,0.9,0.34,6.6,0.112,23.0,1.00289,3.22,0.68,9.3,5,0,0
890,890,7.2,0.34,0.24,2.0,0.071,30.0,0.99576,3.44,0.58,10.1,5,0,0
891,891,7.2,0.66,0.03,2.3,0.078,16.0,0.99743,3.53,0.57,9.7,5,0,0
892,892,10.1,0.45,0.23,1.9,0.082,10.0,0.99774,3.22,0.65,9.3,6,0,1
893,893,7.2,0.66,0.03,2.3,0.078,16.0,0.99743,3.53,0.57,9.7,5,0,0
894,894,7.2,0.63,0.03,2.2,0.08,17.0,0.99745,3.53,0.58,9.8,6,0,1
895,895,7.1,0.59,0.01,2.3,0.08,27.0,0.9955,3.42,0.58,10.7,6,0,1
896,896,8.3,0.31,0.39,2.4,0.078,17.0,0.99444,3.31,0.77,12.5,7,0,1
897,897,7.1,0.59,0.01,2.3,0.08,27.0,0.9955,3.42,0.58,10.7,6,0,1
898,898,8.3,0.31,0.39,2.4,0.078,17.0,0.99444,3.31,0.77,12.5,7,0,1
899,899,8.3,1.02,0.02,3.4,0.084,6.0,0.99892,3.48,0.49,11.0,3,0,0
900,900,8.9,0.31,0.36,2.6,0.056,10.0,0.99562,3.4,0.69,11.8,5,0,0
901,901,7.4,0.635,0.1,2.4,0.08,16.0,0.99736,3.58,0.69,10.8,7,0,1
902,902,7.4,0.635,0.1,2.4,0.08,16.0,0.99736,3.58,0.69,10.8,7,0,1
903,903,6.8,0.59,0.06,6.0,0.06,11.0,0.9962,3.41,0.59,10.8,7,0,1
904,904,6.8,0.59,0.06,6.0,0.06,11.0,0.9962,3.41,0.59,10.8,7,0,1
905,905,9.2,0.58,0.2,3.0,0.081,15.0,0.998,3.23,0.59,9.5,5,0,0
906,906,7.2,0.54,0.27,2.6,0.084,12.0,0.9964,3.39,0.71,11.0,5,0,0
907,907,6.1,0.56,0.0,2.2,0.079,6.0,0.9948,3.59,0.54,11.5,6,0,1
908,908,7.4,0.52,0.13,2.4,0.078,34.0,0.99528,3.43,0.59,10.8,6,0,1
909,909,7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,6,0,1
910,910,9.3,0.38,0.48,3.8,0.132,3.0,0.99577,3.23,0.57,13.2,6,0,1
911,911,9.1,0.28,0.46,9.0,0.114,3.0,0.99901,3.18,0.6,10.9,6,0,1
912,912,10.0,0.46,0.44,2.9,0.065,4.0,0.99674,3.33,0.62,12.2,6,0,1
913,913,9.4,0.395,0.46,4.6,0.094,3.0,0.99639,3.27,0.64,12.2,7,0,1
914,914,7.3,0.305,0.39,1.2,0.059,7.0,0.99331,3.29,0.52,11.5,6,0,1
915,915,8.6,0.315,0.4,2.2,0.079,3.0,0.99512,3.27,0.67,11.9,6,0,1
916,916,5.3,0.715,0.19,1.5,0.161,7.0,0.99395,3.62,0.61,11.0,5,0,0
917,917,6.8,0.41,0.31,8.8,0.084,26.0,0.99824,3.38,0.64,10.1,6,0,1
918,918,8.4,0.36,0.32,2.2,0.081,32.0,0.9964,3.3,0.72,11.0,6,0,1
919,919,8.4,0.62,0.12,1.8,0.072,38.0,0.99504,3.38,0.89,11.8,6,0,1
920,920,9.6,0.41,0.37,2.3,0.091,10.0,0.99786,3.24,0.56,10.5,5,0,0
921,921,8.4,0.36,0.32,2.2,0.081,32.0,0.9964,3.3,0.72,11.0,6,0,1
922,922,8.4,0.62,0.12,1.8,0.072,38.0,0.99504,3.38,0.89,11.8,6,0,1
923,923,6.8,0.41,0.31,8.8,0.084,26.0,0.99824,3.38,0.64,10.1,6,0,1
924,924,8.6,0.47,0.27,2.3,0.055,14.0,0.99516,3.18,0.8,11.2,5,0,0
925,925,8.6,0.22,0.36,1.9,0.064,53.0,0.99604,3.47,0.87,11.0,7,0,1
926,926,9.4,0.24,0.33,2.3,0.061,52.0,0.99786,3.47,0.9,10.2,6,0,1
927,927,8.4,0.67,0.19,2.2,0.093,11.0,0.99736,3.2,0.59,9.2,4,0,0
928,928,8.6,0.47,0.27,2.3,0.055,14.0,0.99516,3.18,0.8,11.2,5,0,0
929,929,8.7,0.33,0.38,3.3,0.063,10.0,0.99468,3.3,0.73,12.0,7,0,1
930,930,6.6,0.61,0.01,1.9,0.08,8.0,0.99746,3.69,0.73,10.5,5,0,0
931,931,7.4,0.61,0.01,2.0,0.074,13.0,0.99748,3.48,0.65,9.8,5,0,0
932,932,7.6,0.4,0.29,1.9,0.078,29.0,0.9971,3.45,0.59,9.5,6,0,1
933,933,7.4,0.61,0.01,2.0,0.074,13.0,0.99748,3.48,0.65,9.8,5,0,0
934,934,6.6,0.61,0.01,1.9,0.08,8.0,0.99746,3.69,0.73,10.5,5,0,0
935,935,8.8,0.3,0.38,2.3,0.06,19.0,0.99543,3.39,0.72,11.8,6,0,1
936,936,8.8,0.3,0.38,2.3,0.06,19.0,0.99543,3.39,0.72,11.8,6,0,1
937,937,12.0,0.63,0.5,1.4,0.071,6.0,0.99791,3.07,0.6,10.4,4,0,0
938,938,7.2,0.38,0.38,2.8,0.068,23.0,0.99356,3.34,0.72,12.9,7,0,1
939,939,6.2,0.46,0.17,1.6,0.073,7.0,0.99425,3.61,0.54,11.4,5,0,0
940,940,9.6,0.33,0.52,2.2,0.074,13.0,0.99509,3.36,0.76,12.4,7,0,1
941,941,9.9,0.27,0.49,5.0,0.082,9.0,0.99484,3.19,0.52,12.5,7,0,1
942,942,10.1,0.43,0.4,2.6,0.092,13.0,0.99834,3.22,0.64,10.0,7,0,1
943,943,9.8,0.5,0.34,2.3,0.094,10.0,0.99864,3.24,0.6,9.7,7,0,1
944,944,8.3,0.3,0.49,3.8,0.09,11.0,0.99498,3.27,0.64,12.1,7,0,1
945,945,10.2,0.44,0.42,2.0,0.071,7.0,0.99566,3.14,0.79,11.1,7,0,1
946,946,10.2,0.44,0.58,4.1,0.092,11.0,0.99745,3.29,0.99,12.0,7,0,1
947,947,8.3,0.28,0.48,2.1,0.093,6.0,0.99408,3.26,0.62,12.4,7,0,1
948,948,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,0,1
949,949,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,0,1
950,950,8.9,0.12,0.45,1.8,0.075,10.0,0.99552,3.41,0.76,11.9,7,0,1
951,951,8.3,0.28,0.48,2.1,0.093,6.0,0.99408,3.26,0.62,12.4,7,0,1
952,952,8.2,0.31,0.4,2.2,0.058,6.0,0.99536,3.31,0.68,11.2,7,0,1
953,953,10.2,0.34,0.48,2.1,0.052,5.0,0.99458,3.2,0.69,12.1,7,0,1
954,954,7.6,0.43,0.4,2.7,0.082,6.0,0.99538,3.44,0.54,12.2,6,0,1
955,955,8.5,0.21,0.52,1.9,0.09,9.0,0.99648,3.36,0.67,10.4,5,0,0
956,956,9.0,0.36,0.52,2.1,0.111,5.0,0.99568,3.31,0.62,11.3,6,0,1
957,957,9.5,0.37,0.52,2.0,0.088,12.0,0.99613,3.29,0.58,11.1,6,0,1
958,958,6.4,0.57,0.12,2.3,0.12,25.0,0.99519,3.47,0.71,11.3,7,0,1
959,959,8.0,0.59,0.05,2.0,0.089,12.0,0.99735,3.36,0.61,10.0,5,0,0
960,960,8.5,0.47,0.27,1.9,0.058,18.0,0.99518,3.16,0.85,11.1,6,0,1
961,961,7.1,0.56,0.14,1.6,0.078,7.0,0.99592,3.27,0.62,9.3,5,0,0
962,962,6.6,0.57,0.02,2.1,0.115,6.0,0.99654,3.38,0.69,9.5,5,0,0
963,963,8.8,0.27,0.39,2.0,0.1,20.0,0.99546,3.15,0.69,11.2,6,0,1
964,964,8.5,0.47,0.27,1.9,0.058,18.0,0.99518,3.16,0.85,11.1,6,0,1
965,965,8.3,0.34,0.4,2.4,0.065,24.0,0.99554,3.34,0.86,11.0,6,0,1
966,966,9.0,0.38,0.41,2.4,0.103,6.0,0.99604,3.13,0.58,11.9,7,0,1
967,967,8.5,0.66,0.2,2.1,0.097,23.0,0.99733,3.13,0.48,9.2,5,0,0
968,968,9.0,0.4,0.43,2.4,0.068,29.0,0.9943,3.2,0.6,12.2,6,0,1
969,969,6.7,0.56,0.09,2.9,0.079,7.0,0.99669,3.46,0.61,10.2,5,0,0
970,970,10.4,0.26,0.48,1.9,0.066,6.0,0.99724,3.33,0.87,10.9,6,0,1
971,971,10.4,0.26,0.48,1.9,0.066,6.0,0.99724,3.33,0.87,10.9,6,0,1
972,972,10.1,0.38,0.5,2.4,0.104,6.0,0.99643,3.22,0.65,11.6,7,0,1
973,973,8.5,0.34,0.44,1.7,0.079,6.0,0.99605,3.52,0.63,10.7,5,0,0
974,974,8.8,0.33,0.41,5.9,0.073,7.0,0.99658,3.3,0.62,12.1,7,0,1
975,975,7.2,0.41,0.3,2.1,0.083,35.0,0.997,3.44,0.52,9.4,5,0,0
976,976,7.2,0.41,0.3,2.1,0.083,35.0,0.997,3.44,0.52,9.4,5,0,0
977,977,8.4,0.59,0.29,2.6,0.109,31.0,0.99801,3.15,0.5,9.1,5,0,0
978,978,7.0,0.4,0.32,3.6,0.061,9.0,0.99416,3.28,0.49,11.3,7,0,1
979,979,12.2,0.45,0.49,1.4,0.075,3.0,0.9969,3.13,0.63,10.4,5,0,0
980,980,9.1,0.5,0.3,1.9,0.065,8.0,0.99774,3.32,0.71,10.5,6,0,1
